LEVEL1ID	LEVEL2ID	LEVEL3ID	LEVEL4ID	LEVEL5ID	Organization	Organization.fullname	AADD	IDlevel	LEV_0	ORG_0	LEV_1	ORG_1	LEV_2	ORG_2	LEV_3	ORG_3	LEV_4	ORG_4	pathString	I
5	201	309	423	0	Newfoundland and Labrado...ts and Southern-Western	Newfoundland and Labrador Region - Area Offices (non Conservation & Protection)- Ecosystems and Fisheries Management including Eastern/Central, Labrador and Straits and Southern/Western	NLaS	4	PS	Public Service	FOC	Fisheries and Oceans Canada	NLR	Newfoundland and Labrador Region	NLFM	Newfoundland and Labrador Region - Ec...	NLaS	Newfoundland and Labrador Region - Ar...	FOC/NLR/NLFM/NLaS	885
5	202	0	0	0	Maritimes Region	Maritimes Region	MR	2	PS	Public Service	FOC	Fisheries and Oceans Canada	MR	Maritimes Region					FOC/MR	886
5	202	310	0	0	Maritimes Region - Execu...tlantic Fisheries Fund)	Maritimes Region - Executive Management (including Regional Director General and Associate Regional Director General Offices / Communications / Policy & Economics / Atlantic Fisheries Fund)	MR-EFF	3	PS	Public Service	FOC	Fisheries and Oceans Canada	MR	Maritimes Region	MR-EFF	Maritimes Region - Executive Manageme...			FOC/MR/MR-EFF	887
5	202	311	0	0	Maritimes Region - Human...nce and Administration)	Maritimes Region - Human Resources and Corporate Services (excluding IM&TS and Finance and Administration)	MR-HA	3	PS	Public Service	FOC	Fisheries and Oceans Canada	MR	Maritimes Region	MR-HA	Maritimes Region - Human Resources an...			FOC/MR/MR-HA	888
5	202	311	424	0	Maritimes Region - Human...ources (reports to RDG)	Maritimes Region - Human Resources (reports to RDG)	MR-HR	4	PS	Public Service	FOC	Fisheries and Oceans Canada	MR	Maritimes Region	MR-HA	Maritimes Region - Human Resources an...	MR-HR	Maritimes Region - Human Resources (r...	FOC/MR/MR-HA/MR-HR	889
5	202	311	425	0	Maritimes Region - Real ...ty, Safety and Security	Maritimes Region - Real Property, Safety and Security	MR-R.SS	4	PS	Public Service	FOC	Fisheries and Oceans Canada	MR	Maritimes Region	MR-HA	Maritimes Region - Human Resources an...	MR-R.SS	Maritimes Region - Real Property, Saf...	FOC/MR/MR-HA/MR-R.SS	890
5	202	312	0	0	Maritimes Region - Science	Maritimes Region - Science	MR-S	3	PS	Public Service	FOC	Fisheries and Oceans Canada	MR	Maritimes Region	MR-S	Maritimes Region - Science			FOC/MR/MR-S	891
5	202	312	426	0	Maritimes Region - Scien...ographic Service (CHS))	Maritimes Region - Science (Non-Canadian Hydrographic Service (CHS))	MR-SS	4	PS	Public Service	FOC	Fisheries and Oceans Canada	MR	Maritimes Region	MR-S	Maritimes Region - Science	MR-SS	Maritimes Region - Science (Non-Canad...	FOC/MR/MR-S/MR-SS	892
5	202	312	426	519	Maritimes Region - Non C...anning, Advice and Data	Maritimes Region - Non CHS - Regional Director's Office and Science Planning, Advice and Data	MR-NCAD	5	PS	Public Service									NA	893
5	202	312	426	520	Maritimes Region - Non C...lation Ecology Division	Maritimes Region - Non CHS - Population Ecology Division	MR-NCED	5	PS	Public Service									NA	894
5	202	312	426	521	Maritimes Region - Non C...system Science Division	Maritimes Region - Non CHS - Ocean and Ecosystem Science Division	MR-NCSD	5	PS	Public Service									NA	895
5	202	312	426	522	Maritimes Region - Non C...system Science Division	Maritimes Region - Non CHS - Coastal Ecosystem Science Division	MR-NCSD	5	PS	Public Service									NA	896
5	202	312	427	0	Maritimes Region - Scien...ographic Service (CHS))	Maritimes Region - Science (Canadian Hydrographic Service (CHS))	MR-SS	4	PS	Public Service	FOC	Fisheries and Oceans Canada	MR	Maritimes Region	MR-S	Maritimes Region - Science	MR-SS	Maritimes Region - Science (Canadian ...	FOC/MR/MR-S/MR-SS	897
5	202	313	0	0	Maritimes Region - Ecosy...and Harbours Management	Maritimes Region - Ecosystems & Fisheries and Harbours Management	MR-EHM	3	PS	Public Service	FOC	Fisheries and Oceans Canada	MR	Maritimes Region	MR-EHM	Maritimes Region - Ecosystems & Fishe...			FOC/MR/MR-EHM	898
5	202	313	428	0	Maritimes Region - Conservation and Protection	Maritimes Region - Conservation and Protection	MR-CP	4	PS	Public Service	FOC	Fisheries and Oceans Canada	MR	Maritimes Region	MR-EHM	Maritimes Region - Ecosystems & Fishe...	MR-CP	Maritimes Region - Conservation and P...	FOC/MR/MR-EHM/MR-CP	899
5	202	313	429	0	Maritimes Region - Resou...ted Business Management	Maritimes Region - Resource and Aboriginal Fisheries Management / Integrated Business Management	MR-RBM	4	PS	Public Service	FOC	Fisheries and Oceans Canada	MR	Maritimes Region	MR-EHM	Maritimes Region - Ecosystems & Fishe...	MR-RBM	Maritimes Region - Resource and Abori...	FOC/MR/MR-EHM/MR-RBM	900
5	202	313	430	0	Maritimes Region - Aquat...Aquaculture Management)	Maritimes Region - Aquatic Ecosystems (includes Ecosystem Management (Fish and Fish Habitat Protection Program and Species at Risk), Marine Planning and Conservation, Aquaculture Management)	MR-AM	4	PS	Public Service	FOC	Fisheries and Oceans Canada	MR	Maritimes Region	MR-EHM	Maritimes Region - Ecosystems & Fishe...	MR-AM	Maritimes Region - Aquatic Ecosystems...	FOC/MR/MR-EHM/MR-AM	901
5	202	313	431	0	Maritimes Region - Small... excludes Area offices)	Maritimes Region - Small Craft Harbours (includes Gulf region but excludes Area offices)	MR-SAo	4	PS	Public Service	FOC	Fisheries and Oceans Canada	MR	Maritimes Region	MR-EHM	Maritimes Region - Ecosystems & Fishe...	MR-SAo	Maritimes Region - Small Craft Harbou...	FOC/MR/MR-EHM/MR-SAo	902
5	202	313	432	0	Maritimes Region - Area ...rting to Area Director)	Maritimes Region - Area Offices (non Conservation and Protection)- Eastern Nova Scotia Area / South Western New Brunswick / South Western Nova Scotia Area (includes Small Craft Harbour reporting to Area Director)	MR-A.AD	4	PS	Public Service	FOC	Fisheries and Oceans Canada	MR	Maritimes Region	MR-EHM	Maritimes Region - Ecosystems & Fishe...	MR-A.AD	Maritimes Region - Area Offices (non ...	FOC/MR/MR-EHM/MR-A.AD	903
5	203	0	0	0	Gulf Region	Gulf Region	GR	2	PS	Public Service	FOC	Fisheries and Oceans Canada	GR	Gulf Region					FOC/GR	904
5	203	314	0	0	Gulf Region - Executive ...- Policy and Economics)	Gulf Region - Executive Management (including Regional Director General's and Associate Regional Director General's Offices / Communications / Policy and Economics)	GR-E.PE	3	PS	Public Service	FOC	Fisheries and Oceans Canada	GR	Gulf Region	GR-E.PE	Gulf Region - Executive Management (i...			FOC/GR/GR-E.PE	905
5	203	315	0	0	Gulf Region - Human Reso...nd Fast Track Staffing)	Gulf Region - Human Resources and Corporate Services (excluding IM&TS, Finance and Administration and Fast Track Staffing)	GR-HRFTS	3	PS	Public Service	FOC	Fisheries and Oceans Canada	GR	Gulf Region	GR-HRFTS	Gulf Region - Human Resources and Cor...			FOC/GR/GR-HRFTS	906
5	203	316	0	0	Gulf Region -Science (no...ographic Service (CHS))	Gulf Region -Science (non Canadian Hydrographic Service (CHS))	GR-S	3	PS	Public Service	FOC	Fisheries and Oceans Canada	GR	Gulf Region	GR-S	Gulf Region -Science (non Canadian Hy...			FOC/GR/GR-S	907
5	203	317	0	0	Gulf Region - Aquatic Ec...and Aquatic Ecosystems)	Gulf Region - Aquatic Ecosystems, Fisheries Management and Area Offices (includes Fisheries and Aquaculture Management, Conservation and Protection and Aquatic Ecosystems)	GR-AEAE	3	PS	Public Service	FOC	Fisheries and Oceans Canada	GR	Gulf Region	GR-AEAE	Gulf Region - Aquatic Ecosystems, Fis...			FOC/GR/GR-AEAE	908
5	203	317	433	0	Gulf Region - Regional D...anagement and Licensing	Gulf Region - Regional Director Fisheries and Aquaculture Management Office, Resource and Aboriginal Fisheries Management, Integrated Business Management and Licensing	GR-RDL	4	PS	Public Service	FOC	Fisheries and Oceans Canada	GR	Gulf Region	GR-AEAE	Gulf Region - Aquatic Ecosystems, Fis...	GR-RDL	Gulf Region - Regional Director Fishe...	FOC/GR/GR-AEAE/GR-RDL	909
5	203	317	434	0	Gulf Region - Aquatic Ec...ns and Species at Risk)	Gulf Region - Aquatic Ecosystems Management (Fisheries Protection Program, Oceans and Species at Risk)	GR-AESaR	4	PS	Public Service	FOC	Fisheries and Oceans Canada	GR	Gulf Region	GR-AEAE	Gulf Region - Aquatic Ecosystems, Fis...	GR-AESaR	Gulf Region - Aquatic Ecosystems Mana...	FOC/GR/GR-AEAE/GR-AESaR	910
5	203	317	435	0	Gulf Region - Conservati...ts and Sub-detachments)	Gulf Region - Conservation and Protection (RHQ, Area offices, Detachments and Sub-detachments)	GR-CS	4	PS	Public Service	FOC	Fisheries and Oceans Canada	GR	Gulf Region	GR-AEAE	Gulf Region - Aquatic Ecosystems, Fis...	GR-CS	Gulf Region - Conservation and Protec...	FOC/GR/GR-AEAE/GR-CS	911
5	203	317	436	0	Gulf Region - Area Offic...nce Edward Island Areas	Gulf Region - Area Offices (non Conservation and Protection) integrating Eastern New Brunswick, Gulf Nova Scotia and Prince Edward Island Areas	GR-AOEIA	4	PS	Public Service	FOC	Fisheries and Oceans Canada	GR	Gulf Region	GR-AEAE	Gulf Region - Aquatic Ecosystems, Fis...	GR-AOEIA	Gulf Region - Area Offices (non Conse...	FOC/GR/GR-AEAE/GR-AOEIA	912
5	204	0	0	0	Québec Region	Québec Region	QRg	2	PS	Public Service	FOC	Fisheries and Oceans Canada	QRg	Québec Region					FOC/QRg	913
5	204	318	0	0	Quebec Region - Executiv... Quebec Fisheries Fund)	Quebec Region - Executive Management (including Regional Director General / Associate Regional Director General Offices / Communications / Strategic Services / Quebec Fisheries Fund)	QR-EQFF	3	PS	Public Service	FOC	Fisheries and Oceans Canada	QRg	Québec Region	QR-EQFF	Quebec Region - Executive Management ...			FOC/QRg/QR-EQFF	914
5	204	319	0	0	Quebec Region - Human Re...nce and Administration)	Quebec Region - Human Resources and Corporate Services and Real Property, Safety and Security - (excluding IM&TS and Finance and Administration)	QR-HRA	3	PS	Public Service	FOC	Fisheries and Oceans Canada	QRg	Québec Region	QR-HRA	Quebec Region - Human Resources and C...			FOC/QRg/QR-HRA	915
5	204	320	0	0	Quebec Region - Sciences	Quebec Region - Sciences	QR-S	3	PS	Public Service	FOC	Fisheries and Oceans Canada	QRg	Québec Region	QR-S	Quebec Region - Sciences			FOC/QRg/QR-S	916
5	204	320	437	0	Quebec Region - Science ...ographic Service (CHS))	Quebec Region - Science - (excluding Canadian Hydrographic Service (CHS))	QR-S.S	4	PS	Public Service	FOC	Fisheries and Oceans Canada	QRg	Québec Region	QR-S	Quebec Region - Sciences	QR-S.S	Quebec Region - Science - (excluding ...	FOC/QRg/QR-S/QR-S.S	917
5	204	320	437	523	Quebec Region - Science ...tion and Support Branch	Quebec Region - Science - Regional Science Branch and Scientific Advice, Information and Support Branch	QR-S.SB	5	PS	Public Service									NA	918
5	204	320	437	524	Quebec Region - Science-...s and Ecosystem Science	Quebec Region - Science- Pelagics and Ecosystem Science	QR-SES	5	PS	Public Service									NA	919
5	204	320	437	525	Quebec Region - Science-...sal and Benthic Science	Quebec Region - Science- Demersal and Benthic Science	QR-SBS	5	PS	Public Service									NA	920
5	204	320	438	0	Quebec Region - Science ...an Hydrographic Service	Quebec Region - Science - Canadian Hydrographic Service	QR-S.HS	4	PS	Public Service	FOC	Fisheries and Oceans Canada	QRg	Québec Region	QR-S	Quebec Region - Sciences	QR-S.HS	Quebec Region - Science - Canadian Hy...	FOC/QRg/QR-S/QR-S.HS	921
5	204	321	0	0	Quebec Region - Ecosyste...nd Fisheries Management	Quebec Region - Ecosystems and Fisheries Management	QR-EFM	3	PS	Public Service	FOC	Fisheries and Oceans Canada	QRg	Québec Region	QR-EFM	Quebec Region - Ecosystems and Fisher...			FOC/QRg/QR-EFM	922
5	204	321	439	0	Quebec Region - Ecosyste...ion-Regulatory Reviews)	Quebec Region - Ecosystems Management (including Marine Planning and Conservation, Species at Risk Management, Fish and Fish Habitat Protection-Partnerships and Integrated Planning, Fish and Fish Habitat Protection-Regulatory Reviews)	QR-ER	4	PS	Public Service	FOC	Fisheries and Oceans Canada	QRg	Québec Region	QR-EFM	Quebec Region - Ecosystems and Fisher...	QR-ER	Quebec Region - Ecosystems Management...	FOC/QRg/QR-EFM/QR-ER	923
5	204	321	440	0	Quebec Region - Small Craft Harbours	Quebec Region - Small Craft Harbours	QR-SCH	4	PS	Public Service	FOC	Fisheries and Oceans Canada	QRg	Québec Region	QR-EFM	Quebec Region - Ecosystems and Fisher...	QR-SCH	Quebec Region - Small Craft Harbours	FOC/QRg/QR-EFM/QR-SCH	924
5	204	321	441	0	Québec Region - Fisheries Management	Québec Region - Fisheries Management	QR-FM	4	PS	Public Service	FOC	Fisheries and Oceans Canada	QRg	Québec Region	QR-EFM	Quebec Region - Ecosystems and Fisher...	QR-FM	Québec Region - Fisheries Management	FOC/QRg/QR-EFM/QR-FM	925
5	204	321	441	526	Quebec Region - Fisherie...tatistics and Licenses)	Quebec Region - Fisheries Management (including Resource Management, Aboriginal programs, Aquaculture, Statistics and Licenses)	QR-FL	5	PS	Public Service									NA	926
5	204	321	441	527	Quebec Region - Conserva...ection in area offices)	Quebec Region - Conservation and Protection (including Conservation and Protection in area offices)	QR-C	5	PS	Public Service									NA	927
5	204	321	441	528	Quebec Region - Area Off... Saint-Laurent-Gaspesie	Quebec Region - Area Offices (excluding Conservation and Protection and Small Craft Harbours)- Iles-de-la-Madeleine, North Shore, Bas Saint-Laurent/Gaspesie	QR-AOS	5	PS	Public Service									NA	928
5	205	0	0	0	Arctic Region	Arctic Region	AR	2	PS	Public Service	FOC	Fisheries and Oceans Canada	AR	Arctic Region					FOC/AR	929
5	206	0	0	0	Ontario and Prairie Region	Ontario and Prairie Region	OPR	2	PS	Public Service	FOC	Fisheries and Oceans Canada	OPR	Ontario and Prairie Region					FOC/OPR	930
5	206	322	0	0	Ontario and Prairie Regi...omics - Human Resources	Ontario and Prairie Region - Executive Management (including Regional Director General / Associate Regional Director General / Communications / Policy & Economics / Human Resources	OPR-HR	3	PS	Public Service	FOC	Fisheries and Oceans Canada	OPR	Ontario and Prairie Region	OPR-HR	Ontario and Prairie Region - Executiv...			FOC/OPR/OPR-HR	931
5	206	323	0	0	Ontario and Prairie Regi... - Small Craft Harbours	Ontario and Prairie Region - Real Property, Safety and Security / Small Craft Harbours	OPR-SCH	3	PS	Public Service	FOC	Fisheries and Oceans Canada	OPR	Ontario and Prairie Region	OPR-SCH	Ontario and Prairie Region - Real Pro...			FOC/OPR/OPR-SCH	932
5	206	324	0	0	Ontario and Prairie Region - Science	Ontario and Prairie Region - Science	OPR-S	3	PS	Public Service	FOC	Fisheries and Oceans Canada	OPR	Ontario and Prairie Region	OPR-S	Ontario and Prairie Region - Science			FOC/OPR/OPR-S	933
5	206	324	442	0	Ontario and Prairie Regi...rographic Service (CHS)	Ontario and Prairie Region - Science – non Canadian Hydrographic Service (CHS)	OPRS	4	PS	Public Service	FOC	Fisheries and Oceans Canada	OPR	Ontario and Prairie Region	OPR-S	Ontario and Prairie Region - Science	OPRS	Ontario and Prairie Region - Science ...	FOC/OPR/OPR-S/OPRS	934
5	206	324	442	529	Ontario and Prairie Regi...y for Fisheries Science	Ontario and Prairie Region - Science - Great Lakes Laboratory for Fisheries Science	OPRfFS	5	PS	Public Service									NA	935
5	206	324	442	530	Ontario and Prairie Regi...ional Director's Office	Ontario and Prairie Region - Science - Arctic Aquatic Science and Regional Director's Office	OPRDO	5	PS	Public Service									NA	936
5	206	324	443	0	Ontario and Prairie Regi...rographic Service (CHS)	Ontario and Prairie Region - Science - Canadian Hydrographic Service (CHS)	OPRS	4	PS	Public Service	FOC	Fisheries and Oceans Canada	OPR	Ontario and Prairie Region	OPR-S	Ontario and Prairie Region - Science	OPRS	Ontario and Prairie Region - Science ...	FOC/OPR/OPR-S/OPRS	937
5	206	325	0	0	Ontario and Prairie Region - Aquatic Ecosystems	Ontario and Prairie Region - Aquatic Ecosystems	OPR-AE	3	PS	Public Service	FOC	Fisheries and Oceans Canada	OPR	Ontario and Prairie Region	OPR-AE	Ontario and Prairie Region - Aquatic ...			FOC/OPR/OPR-AE	938
5	206	325	444	0	Ontario and Prairie Regi...n Program - Aquaculture	Ontario and Prairie Region - AE- Fish and Fish Habitat Protection Program - Aquaculture	OPRP-A	4	PS	Public Service	FOC	Fisheries and Oceans Canada	OPR	Ontario and Prairie Region	OPR-AE	Ontario and Prairie Region - Aquatic ...	OPRP-A	Ontario and Prairie Region - AE- Fish...	FOC/OPR/OPR-AE/OPRP-A	939
5	206	325	445	0	Ontario and Prairie Regi...ional Director's Office	Ontario and Prairie Region - AE - Aquatic Invasive Species Programs (includes: Asian Carp Group; AIS Group; and Sea Lamprey Group) and Regional Director's Office	OPRDO	4	PS	Public Service	FOC	Fisheries and Oceans Canada	OPR	Ontario and Prairie Region	OPR-AE	Ontario and Prairie Region - Aquatic ...	OPRDO	Ontario and Prairie Region - AE - Aqu...	FOC/OPR/OPR-AE/OPRDO	940
5	206	326	0	0	Ontario and Prairie Regi...ervation and Protection	Ontario and Prairie Region - Conservation and Protection	OPRaP	3	PS	Public Service	FOC	Fisheries and Oceans Canada	OPR	Ontario and Prairie Region	OPRaP	Ontario and Prairie Region - Conserva...			FOC/OPR/OPRaP	941
5	207	0	0	0	Pacific Region	Pacific Region	PR	2	PS	Public Service	FOC	Fisheries and Oceans Canada	PR	Pacific Region					FOC/PR	942
5	207	327	0	0	Pacific Region - Executi...urces reporting to RDG)	Pacific Region - Executive Management (including Regional Director General’s / Associate Regional Director General Offices / Legal Services / Communications / Policy / Human Resources reporting to RDG)	PR-ER	3	PS	Public Service	FOC	Fisheries and Oceans Canada	PR	Pacific Region	PR-ER	Pacific Region - Executive Management...			FOC/PR/PR-ER	943
5	207	328	0	0	Pacific Region - Human R...ce and Administration )	Pacific Region - Human Resources and Corporate Services (excluding IM&TS and Finance and Administration )	PR-HRA)	3	PS	Public Service	FOC	Fisheries and Oceans Canada	PR	Pacific Region	PR-HRA)	Pacific Region - Human Resources and ...			FOC/PR/PR-HRA)	944
5	207	329	0	0	Pacific Region - Real Pr...ty, Safety and Security	Pacific Region - Real Property, Safety and Security	PR-RPSS	3	PS	Public Service	FOC	Fisheries and Oceans Canada	PR	Pacific Region	PR-RPSS	Pacific Region - Real Property, Safet...			FOC/PR/PR-RPSS	945
5	207	330	0	0	Pacific Region - Science	Pacific Region - Science	PR-S	3	PS	Public Service	FOC	Fisheries and Oceans Canada	PR	Pacific Region	PR-S	Pacific Region - Science			FOC/PR/PR-S	946
5	207	330	446	0	Pacific Region - Regiona...gic Science Initiatives	Pacific Region - Regional Director's Office / Strategic Science Initiatives	PR-RSI	4	PS	Public Service	FOC	Fisheries and Oceans Canada	PR	Pacific Region	PR-S	Pacific Region - Science	PR-RSI	Pacific Region - Regional Director's ...	FOC/PR/PR-S/PR-RSI	947
5	207	330	447	0	Pacific Region - Ocean Sciences Division	Pacific Region - Ocean Sciences Division	PR-OSD	4	PS	Public Service	FOC	Fisheries and Oceans Canada	PR	Pacific Region	PR-S	Pacific Region - Science	PR-OSD	Pacific Region - Ocean Sciences Division	FOC/PR/PR-S/PR-OSD	948
5	207	330	448	0	Pacific Region - Science...itute of Ocean Sciences	Pacific Region - Science (Canadian Hydrographic Service (CHS)) - Institute of Ocean Sciences	PR-SOS	4	PS	Public Service	FOC	Fisheries and Oceans Canada	PR	Pacific Region	PR-S	Pacific Region - Science	PR-SOS	Pacific Region - Science (Canadian Hy...	FOC/PR/PR-S/PR-SOS	949
5	207	330	449	0	Pacific Region - Aquatic...and Technology Division	Pacific Region - Aquatic Diagnostics, Genomics and Technology Division	PR-ATD	4	PS	Public Service	FOC	Fisheries and Oceans Canada	PR	Pacific Region	PR-S	Pacific Region - Science	PR-ATD	Pacific Region - Aquatic Diagnostics,...	FOC/PR/PR-S/PR-ATD	950
5	207	330	450	0	Pacific Region - Ecosystem Science Division	Pacific Region - Ecosystem Science Division	PR-ESD	4	PS	Public Service	FOC	Fisheries and Oceans Canada	PR	Pacific Region	PR-S	Pacific Region - Science	PR-ESD	Pacific Region - Ecosystem Science Di...	FOC/PR/PR-S/PR-ESD	951
5	207	330	451	0	Pacific Region - Stock A...t and Research Division	Pacific Region - Stock Assessment and Research Division	PR-SARD	4	PS	Public Service	FOC	Fisheries and Oceans Canada	PR	Pacific Region	PR-S	Pacific Region - Science	PR-SARD	Pacific Region - Stock Assessment and...	FOC/PR/PR-S/PR-SARD	952
5	207	331	0	0	Pacific Region - Ecosystems Management Branch	Pacific Region - Ecosystems Management Branch	PR-EMB	3	PS	Public Service	FOC	Fisheries and Oceans Canada	PR	Pacific Region	PR-EMB	Pacific Region - Ecosystems Managemen...			FOC/PR/PR-EMB	953
5	207	331	452	0	Pacific Region - Fish an...ntain Expansion Project	Pacific Region - Fish and Fish Habitat Protection Program and Transmountain Expansion Project	PR-FEP	4	PS	Public Service	FOC	Fisheries and Oceans Canada	PR	Pacific Region	PR-EMB	Pacific Region - Ecosystems Managemen...	PR-FEP	Pacific Region - Fish and Fish Habita...	FOC/PR/PR-EMB/PR-FEP	954
5	207	331	453	0	Pacific Region - Salmonid Enhancement Program	Pacific Region - Salmonid Enhancement Program	PR-SEP	4	PS	Public Service	FOC	Fisheries and Oceans Canada	PR	Pacific Region	PR-EMB	Pacific Region - Ecosystems Managemen...	PR-SEP	Pacific Region - Salmonid Enhancement...	FOC/PR/PR-EMB/PR-SEP	955
5	207	331	454	0	Pacific Region - Oceans ...ess Management Services	Pacific Region - Oceans Program, Species at Risk, Regional Director's Office, Business Management Services	PR-O.MS	4	PS	Public Service	FOC	Fisheries and Oceans Canada	PR	Pacific Region	PR-EMB	Pacific Region - Ecosystems Managemen...	PR-O.MS	Pacific Region - Oceans Program, Spec...	FOC/PR/PR-EMB/PR-O.MS	956
5	207	332	0	0	Pacific Region - Ecosyst...nd Fisheries Management	Pacific Region - Ecosystems and Fisheries Management	PR-EFM	3	PS	Public Service	FOC	Fisheries and Oceans Canada	PR	Pacific Region	PR-EFM	Pacific Region - Ecosystems and Fishe...			FOC/PR/PR-EFM	957
5	207	332	455	0	Pacific Region - Resourc...- Regional Headquarters	Pacific Region - Resource Management (Program Delivery, Regional Director's Office, Business Client Services, Business Management Services, (Salmon)- Regional Headquarters	PR-R...-RH	4	PS	Public Service	FOC	Fisheries and Oceans Canada	PR	Pacific Region	PR-EFM	Pacific Region - Ecosystems and Fishe...	PR-R...-RH	Pacific Region - Resource Management ...	FOC/PR/PR-EFM/PR-R...-RH	958
5	207	332	456	0	Pacific Region - Aquaculture- Region	Pacific Region - Aquaculture- Region	PR-AR	4	PS	Public Service	FOC	Fisheries and Oceans Canada	PR	Pacific Region	PR-EFM	Pacific Region - Ecosystems and Fishe...	PR-AR	Pacific Region - Aquaculture- Region	FOC/PR/PR-EFM/PR-AR	959
5	207	332	457	0	Pacific Region - Small Craft Harbours	Pacific Region - Small Craft Harbours	PR-SCH	4	PS	Public Service	FOC	Fisheries and Oceans Canada	PR	Pacific Region	PR-EFM	Pacific Region - Ecosystems and Fishe...	PR-SCH	Pacific Region - Small Craft Harbours	FOC/PR/PR-EFM/PR-SCH	960
5	207	333	0	0	Pacific Region - Reconci...- Regional Headquarters	Pacific Region - Reconciliation and Partnerships -Treaty and Aboriginal Policy- Regional Headquarters	PR-R...-RH	3	PS	Public Service	FOC	Fisheries and Oceans Canada	PR	Pacific Region	PR-R...-RH	Pacific Region - Reconciliation and P...			FOC/PR/PR-R...-RH	961
5	207	334	0	0	Pacific Region - Conservation and Protection	Pacific Region - Conservation and Protection	PR-CP	3	PS	Public Service	FOC	Fisheries and Oceans Canada	PR	Pacific Region	PR-CP	Pacific Region - Conservation and Pro...			FOC/PR/PR-CP	962
5	207	334	458	0	Pacific Region - Conserv...ure Regulatory Program)	Pacific Region - Conservation & Protection Regional Programs (reporting to Regional Director’s office; Policy, Regulations & Whales; Program & Operational Readiness; Recruitment, Training & Standards; Enforcement Operations; and, British Columbia Aquaculture Regulatory Program)	PR-CRP	4	PS	Public Service	FOC	Fisheries and Oceans Canada	PR	Pacific Region	PR-CP	Pacific Region - Conservation and Pro...	PR-CRP	Pacific Region - Conservation & Prote...	FOC/PR/PR-CP/PR-CRP	963
5	207	334	459	0	Pacific Region - Conserv...ff located in the Area)	Pacific Region - Conservation & Protection Area Staff (reporting to North Coast Area; South Coast Area; Lower Fraser Area; BC Interior/Yukon Transboundary Area and National Fisheries Intelligence Services staff located in the Area)	PR-CA	4	PS	Public Service	FOC	Fisheries and Oceans Canada	PR	Pacific Region	PR-CP	Pacific Region - Conservation and Pro...	PR-CA	Pacific Region - Conservation & Prote...	FOC/PR/PR-CP/PR-CA	964
5	207	335	0	0	Pacific Region - Area Of...lumbia South Coast Area	Pacific Region - Area Offices - British Columbia South Coast Area	PR-AOSCA	3	PS	Public Service	FOC	Fisheries and Oceans Canada	PR	Pacific Region	PR-AOSCA	Pacific Region - Area Offices - Briti...			FOC/PR/PR-AOSCA	965
5	207	335	460	0	Pacific Region - South C...s and Aboriginal Policy	Pacific Region - South Coast Area Executive Management- Area Director's Office and Business Management Services, South Coast Area Fisheries Management (non Conservation and Protection) (including Resource Management, Aboriginal Fisheries Strategies/ Treaties and Aboriginal Policy	PR-SCAP	4	PS	Public Service	FOC	Fisheries and Oceans Canada	PR	Pacific Region	PR-AOSCA	Pacific Region - Area Offices - Briti...	PR-SCAP	Pacific Region - South Coast Area Exe...	FOC/PR/PR-AOSCA/PR-SCAP	966
5	207	335	461	0	Pacific Region - South C...cience Stock Assessment	Pacific Region - South Coast Area Science Stock Assessment	PR-SCSA	4	PS	Public Service	FOC	Fisheries and Oceans Canada	PR	Pacific Region	PR-AOSCA	Pacific Region - Area Offices - Briti...	PR-SCSA	Pacific Region - South Coast Area Sci...	FOC/PR/PR-AOSCA/PR-SCSA	967
5	207	336	0	0	Pacific Region - British...River and Interior Area	Pacific Region - British Columbia Fraser River and Interior Area	PR-BIA	3	PS	Public Service	FOC	Fisheries and Oceans Canada	PR	Pacific Region	PR-BIA	Pacific Region - British Columbia Fra...			FOC/PR/PR-BIA	968
5	207	336	462	0	Pacific Region - Executi... and Aboriginal Policy)	Pacific Region - Executive Management - Area Director's Office and Business Management Services, Fisheries Management (non Conservation and Protection) (including Resource Management, Aboriginal Fisheries Strategies/ Treaties and Aboriginal Policy)	PR-EAP	4	PS	Public Service	FOC	Fisheries and Oceans Canada	PR	Pacific Region	PR-BIA	Pacific Region - British Columbia Fra...	PR-EAP	Pacific Region - Executive Management...	FOC/PR/PR-BIA/PR-EAP	969
5	207	336	463	0	Pacific Region - Fraser - Science Stock Assessment	Pacific Region - Fraser - Science Stock Assessment	PR-F-SSA	4	PS	Public Service	FOC	Fisheries and Oceans Canada	PR	Pacific Region	PR-BIA	Pacific Region - British Columbia Fra...	PR-F-SSA	Pacific Region - Fraser - Science Sto...	FOC/PR/PR-BIA/PR-F-SSA	970
5	207	337	0	0	Pacific Region - Area Of... Management Strategies)	Pacific Region - Area Offices - Yukon and Transboundary Rivers Area (including Resource Management, Treaties and Aboriginal Policy/ Aboriginal Fisheries Strategy, Stock Assessment Division, Area Director's Office, Business Management Strategies)	PR-AOMS	3	PS	Public Service	FOC	Fisheries and Oceans Canada	PR	Pacific Region	PR-AOMS	Pacific Region - Area Offices - Yukon...			FOC/PR/PR-AOMS	971
